Financial Year,Financial Quarter,Force Name,Offence Description,Offence Group,Offence Subgroup,Offence Code,Offence Count
2020/21,1,Metropolitan Police,Burglary Business and Community,Theft offences,Non-domestic burglary,30C,961
2020/21,1,Metropolitan Police,Burglary Business and Community,Theft offences,Non-domestic burglary,30C,807
2020/21,1,Metropolitan Police,Burglary Business and Community,Theft offences,Non-domestic burglary,30C,851
2020/21,1,Metropolitan Police,Burglary in a building other than a dwelling (outcome only),Theft offences,Non-domestic burglary,30A,0
2020/21,1,Metropolitan Police,Burglary in a building other than a dwelling (outcome only),Theft offences,Non-domestic burglary,30A,0
2020/21,1,Metropolitan Police,Burglary in a building other than a dwelling (outcome only),Theft offences,Non-domestic burglary,30A,0
2020/21,1,Metropolitan Police,Burglary in a dwelling(outcome only),Theft offences,Domestic burglary,28A,0
2020/21,1,Metropolitan Police,Burglary in a dwelling(outcome only),Theft offences,Domestic burglary,28A,0
2020/21,1,Metropolitan Police,Burglary in a dwelling(outcome only),Theft offences,Domestic burglary,28A,0
2020/21,1,Metropolitan Police,Burglary Residential,Theft offences,Domestic burglary,28E,1923
2020/21,1,Metropolitan Police,Burglary Residential,Theft offences,Domestic burglary,28E,2291
2020/21,1,Metropolitan Police,Burglary Residential,Theft offences,Domestic burglary,28E,2578
2020/21,1,Metropolitan Police,Causing death by aggravated vehicle taking,Violence against the person,Death or serious injury - unlawful driving,37.1,0
2020/21,1,Metropolitan Police,Causing death by aggravated vehicle taking,Violence against the person,Death or serious injury - unlawful driving,37.1,0
2020/21,1,Metropolitan Police,Causing death by aggravated vehicle taking,Violence against the person,Death or serious injury - unlawful driving,37.1,0
2020/21,1,Metropolitan Police,Causing death by careless driving under influence of drink or drugs,Violence against the person,Death or serious injury - unlawful driving,4.6,0
2020/21,1,Metropolitan Police,Causing death by careless driving under influence of drink or drugs,Violence against the person,Death or serious injury - unlawful driving,4.6,0
2020/21,1,Metropolitan Police,Causing death by careless driving under influence of drink or drugs,Violence against the person,Death or serious injury - unlawful driving,4.6,0
2020/21,1,Metropolitan Police,Causing death by careless or inconsiderate driving,Violence against the person,Death or serious injury - unlawful driving,4.8,0
2020/21,1,Metropolitan Police,Causing death by careless or inconsiderate driving,Violence against the person,Death or serious injury - unlawful driving,4.8,0
2020/21,1,Metropolitan Police,Causing death by careless or inconsiderate driving,Violence against the person,Death or serious injury - unlawful driving,4.8,0
2020/21,1,Metropolitan Police,Causing death by driving: unlicensed or disqualified or uninsured drivers,Violence against the person,Death or serious injury - unlawful driving,4.9,0
2020/21,1,Metropolitan Police,Causing death by driving: unlicensed or disqualified or uninsured drivers,Violence against the person,Death or serious injury - unlawful driving,4.9,0
2020/21,1,Metropolitan Police,Causing death by driving: unlicensed or disqualified or uninsured drivers,Violence against the person,Death or serious injury - unlawful driving,4.9,0
2020/21,1,Metropolitan Police,Causing death or serious injury by dangerous driving,Violence against the person,Death or serious injury - unlawful driving,4.4,0
2020/21,1,Metropolitan Police,Causing death or serious injury by dangerous driving,Violence against the person,Death or serious injury - unlawful driving,4.4,0
2020/21,1,Metropolitan Police,Causing death or serious injury by dangerous driving,Violence against the person,Death or serious injury - unlawful driving,4.4,0
2020/21,1,Metropolitan Police,Causing or allowing death of child or vulnerable person,Violence against the person,Violence with injury,4.7,0
2020/21,1,Metropolitan Police,Causing or allowing death of child or vulnerable person,Violence against the person,Violence with injury,4.7,0
2020/21,1,Metropolitan Police,Causing or allowing death of child or vulnerable person,Violence against the person,Violence with injury,4.7,0
2020/21,1,Metropolitan Police,Causing sexual activity without consent,Sexual offences,Other sexual offences,22A,2
2020/21,1,Metropolitan Police,Causing sexual activity without consent,Sexual offences,Other sexual offences,22A,8
2020/21,1,Metropolitan Police,Causing sexual activity without consent,Sexual offences,Other sexual offences,22A,14
2020/21,1,Metropolitan Police,Child abduction,Violence against the person,Violence without injury,13,11
2020/21,1,Metropolitan Police,Child abduction,Violence against the person,Violence without injury,13,3
2020/21,1,Metropolitan Police,Child abduction,Violence against the person,Violence without injury,13,6
2020/21,1,Metropolitan Police,Concealing an infant death close to birth,Miscellaneous crimes,Miscellaneous crimes,15,0
2020/21,1,Metropolitan Police,Concealing an infant death close to birth,Miscellaneous crimes,Miscellaneous crimes,15,0
2020/21,1,Metropolitan Police,Concealing an infant death close to birth,Miscellaneous crimes,Miscellaneous crimes,15,0
2020/21,1,Metropolitan Police,Conspiracy to murder,Violence against the person,Violence without injury,3A,0
2020/21,1,Metropolitan Police,Conspiracy to murder,Violence against the person,Violence without injury,3A,0
2020/21,1,Metropolitan Police,Conspiracy to murder,Violence against the person,Violence without injury,3A,1
2020/21,1,Metropolitan Police,Controlling and coercive behaviour,Violence against the Person,Stalking and Harassment,8U,145
2020/21,1,Metropolitan Police,Controlling and coercive behaviour,Violence against the Person,Stalking and Harassment,8U,168
2020/21,1,Metropolitan Police,Controlling and coercive behaviour,Violence against the Person,Stalking and Harassment,8U,186
2020/21,1,Metropolitan Police,Corporate manslaughter,Violence against the person,Homicide,4.1,0
2020/21,1,Metropolitan Police,Corporate manslaughter,Violence against the person,Homicide,4.1,0
2020/21,1,Metropolitan Police,Corporate manslaughter,Violence against the person,Homicide,4.1,0
2020/21,1,Metropolitan Police,Criminal damage to a building other than a dwelling,Criminal damage and arson,Criminal damage,58B,256
2020/21,1,Metropolitan Police,Criminal damage to a building other than a dwelling,Criminal damage and arson,Criminal damage,58B,268
2020/21,1,Metropolitan Police,Criminal damage to a building other than a dwelling,Criminal damage and arson,Criminal damage,58B,320
2020/21,1,Metropolitan Police,Criminal damage to a dwelling,Criminal damage and arson,Criminal damage,58A,871
2020/21,1,Metropolitan Police,Criminal damage to a dwelling,Criminal damage and arson,Criminal damage,58A,919
2020/21,1,Metropolitan Police,Criminal damage to a dwelling,Criminal damage and arson,Criminal damage,58A,954
2020/21,1,Metropolitan Police,Criminal damage to a vehicle,Criminal damage and arson,Criminal damage,58C,1085
2020/21,1,Metropolitan Police,Criminal damage to a vehicle,Criminal damage and arson,Criminal damage,58C,1258
2020/21,1,Metropolitan Police,Criminal damage to a vehicle,Criminal damage and arson,Criminal damage,58C,1395
2020/21,1,Metropolitan Police,Cruelty to children/young persons,Violence against the person,Violence without injury,11A,168
2020/21,1,Metropolitan Police,Cruelty to children/young persons,Violence against the person,Violence without injury,11A,228
2020/21,1,Metropolitan Police,Cruelty to children/young persons,Violence against the person,Violence without injury,11A,263
2020/21,1,Metropolitan Police,Dangerous driving,Miscellaneous crimes,Miscellaneous crimes,802,29
2020/21,1,Metropolitan Police,Dangerous driving,Miscellaneous crimes,Miscellaneous crimes,802,44
2020/21,1,Metropolitan Police,Dangerous driving,Miscellaneous crimes,Miscellaneous crimes,802,34
2020/21,1,Metropolitan Police,"Disclosure, obstruction, false or misleading statements etc",Miscellaneous crimes,Miscellaneous crimes,95,3
2020/21,1,Metropolitan Police,"Disclosure, obstruction, false or misleading statements etc",Miscellaneous crimes,Miscellaneous crimes,95,2
2020/21,1,Metropolitan Police,"Disclosure, obstruction, false or misleading statements etc",Miscellaneous crimes,Miscellaneous crimes,95,2
2020/21,1,Metropolitan Police,Dishonest use of electricity,Theft offences,Other theft offences,43,42
2020/21,1,Metropolitan Police,Dishonest use of electricity,Theft offences,Other theft offences,43,89
2020/21,1,Metropolitan Police,Dishonest use of electricity,Theft offences,Other theft offences,43,18
2020/21,1,Metropolitan Police,Distraction burglary in a dwelling (outcome only),Theft offences,Domestic burglary,28C,0
2020/21,1,Metropolitan Police,Distraction burglary in a dwelling (outcome only),Theft offences,Domestic burglary,28C,0
2020/21,1,Metropolitan Police,Distraction burglary in a dwelling (outcome only),Theft offences,Domestic burglary,28C,0
2020/21,1,Metropolitan Police,Distraction Burglary Residential,Theft offences,Domestic burglary,28G,21
2020/21,1,Metropolitan Police,Distraction Burglary Residential,Theft offences,Domestic burglary,28G,40
2020/21,1,Metropolitan Police,Distraction Burglary Residential,Theft offences,Domestic burglary,28G,64
2020/21,1,Metropolitan Police,Endangering life,Violence against the person,Violence with injury,5E,22
2020/21,1,Metropolitan Police,Endangering life,Violence against the person,Violence with injury,5E,30
2020/21,1,Metropolitan Police,Endangering life,Violence against the person,Violence with injury,5E,40
2020/21,1,Metropolitan Police,Exploitation of prostitution,Miscellaneous crimes,Miscellaneous crimes,24,0
2020/21,1,Metropolitan Police,Exploitation of prostitution,Miscellaneous crimes,Miscellaneous crimes,24,0
2020/21,1,Metropolitan Police,Exploitation of prostitution,Miscellaneous crimes,Miscellaneous crimes,24,0
2020/21,1,Metropolitan Police,Exposure and voyeurism,Sexual offences,Other sexual offences,88E,141
2020/21,1,Metropolitan Police,Exposure and voyeurism,Sexual offences,Other sexual offences,88E,208
2020/21,1,Metropolitan Police,Exposure and voyeurism,Sexual offences,Other sexual offences,88E,229
2020/21,1,Metropolitan Police,Forgery or use of false drug prescription,Miscellaneous crimes,Miscellaneous crimes,60,0
2020/21,1,Metropolitan Police,Forgery or use of false drug prescription,Miscellaneous crimes,Miscellaneous crimes,60,2
2020/21,1,Metropolitan Police,Forgery or use of false drug prescription,Miscellaneous crimes,Miscellaneous crimes,60,0
2020/21,1,Metropolitan Police,"Fraud, forgery etc associated with vehicle or driver records",Miscellaneous crimes,Miscellaneous crimes,814,3
2020/21,1,Metropolitan Police,"Fraud, forgery etc associated with vehicle or driver records",Miscellaneous crimes,Miscellaneous crimes,814,7
2020/21,1,Metropolitan Police,"Fraud, forgery etc associated with vehicle or driver records",Miscellaneous crimes,Miscellaneous crimes,814,1
2020/21,1,Metropolitan Police,"Going equipped for stealing, etc",Miscellaneous crimes,Miscellaneous crimes,33,62
2020/21,1,Metropolitan Police,"Going equipped for stealing, etc",Miscellaneous crimes,Miscellaneous crimes,33,41
2020/21,1,Metropolitan Police,"Going equipped for stealing, etc",Miscellaneous crimes,Miscellaneous crimes,33,42
2020/21,1,Metropolitan Police,Handling stolen goods,Miscellaneous crimes,Miscellaneous crimes,54,74
2020/21,1,Metropolitan Police,Handling stolen goods,Miscellaneous crimes,Miscellaneous crimes,54,66
2020/21,1,Metropolitan Police,Handling stolen goods,Miscellaneous crimes,Miscellaneous crimes,54,64
2020/21,1,Metropolitan Police,Harassment,Violence against the person,Stalking and harassment,8L,1462
2020/21,1,Metropolitan Police,Harassment,Violence against the person,Stalking and harassment,8L,1676
2020/21,1,Metropolitan Police,Harassment,Violence against the person,Stalking and harassment,8L,1715
2020/21,1,Metropolitan Police,Incest or familial sexual offences,Sexual offences,Other sexual offences,23,1
2020/21,1,Metropolitan Police,Incest or familial sexual offences,Sexual offences,Other sexual offences,23,2
2020/21,1,Metropolitan Police,Incest or familial sexual offences,Sexual offences,Other sexual offences,23,2
2020/21,1,Metropolitan Police,Infanticide,Violence against the person,Homicide,4.2,0
2020/21,1,Metropolitan Police,Infanticide,Violence against the person,Homicide,4.2,0
2020/21,1,Metropolitan Police,Infanticide,Violence against the person,Homicide,4.2,0
2020/21,1,Metropolitan Police,Intentional destruction of a viable unborn child,Violence against the person,Violence with injury,4.3,0
2020/21,1,Metropolitan Police,Intentional destruction of a viable unborn child,Violence against the person,Violence with injury,4.3,0
2020/21,1,Metropolitan Police,Intentional destruction of a viable unborn child,Violence against the person,Violence with injury,4.3,0
2020/21,1,Metropolitan Police,Interfering with a motor vehicle,Theft offences,Vehicle interference,126,1187
2020/21,1,Metropolitan Police,Interfering with a motor vehicle,Theft offences,Vehicle interference,126,1162
2020/21,1,Metropolitan Police,Interfering with a motor vehicle,Theft offences,Vehicle interference,126,1175
2020/21,1,Metropolitan Police,Kidnapping,Violence against the person,Violence without injury,36,47
2020/21,1,Metropolitan Police,Kidnapping,Violence against the person,Violence without injury,36,57
